Date,Series,Scientific,Common,Specimen,Stain,Location,Plate,Reference,Investigation,Microscope,Objective,ObjectiveMagnification,Camera,LowerCameraMagnification,UpperCameraMagnification,NotebookReference,Notes
2026-03-23,SI III - Reproductive Elements,Salix caprea,Pussy willow,"Salix caprea pollen, W.M.",,SU 508 972,SI-III-007.png,SI-III-007,IN-2026-007,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 18",Unhydrated
2026-03-23,SI III - Reproductive Elements,Salix caprea,Pussy willow,"Salix caprea pollen, W.M.",,SU 508 972,SI-III-008.png,SI-III-008,IN-2026-007,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 18",Unhydrated
2026-03-23,SI III - Reproductive Elements,Salix caprea,Pussy willow,"Salix caprea pollen, W.M.",,SU 508 972,SI-III-009.png,SI-III-009,IN-2026-007,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 18",Hydrated
2026-03-23,SI III - Reproductive Elements,Salix caprea,Pussy willow,"Salix caprea pollen hydration sequence, W.M.",,SU 508 972,SI-III-010.mp4,SI-III-010,IN-2026-007,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 18",On addition of water
2026-03-24,SI II - Support and Conduction,Galium aparine,Common cleavers,"Galium aparine stem, T.S.",,,SI-II-023.png,SI-II-023,IN-2026-001,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 23",
2026-03-24,SI II - Support and Conduction,Galium aparine,Common cleavers,"Galium aparine stem, T.S.",,,SI-II-024.png,SI-II-024,IN-2026-001,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 23",
2026-03-24,SI II - Support and Conduction,Galium aparine,Common cleavers,"Galium aparine stem, T.S.",,,SI-II-025.png,SI-II-025,IN-2026-001,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 23",
2026-03-24,SI II - Support and Conduction,Galium aparine,Common cleavers,"Galium aparine stem, T.S.",,,SI-II-026.png,SI-II-026,IN-2026-001,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 23",
2026-03-24,SI II - Support and Conduction,Galium aparine,Common cleavers,"Galium aparine stem, T.S.",,,SI-II-027.png,SI-II-027,IN-2026-001,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 23",
2026-03-24,SI II - Support and Conduction,Galium aparine,Common cleavers,"Galium aparine stem, T.S.",,,SI-II-028.png,SI-II-028,IN-2026-001,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 23",
2026-03-24,SI II - Support and Conduction,Taraxacum officinale,Dandelion,"Taraxacum officinale stem, T.S.",,,SI-II-029.png,SI-II-029,IN-2026-002,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 26",
2026-03-24,SI II - Support and Conduction,Taraxacum officinale,Dandelion,"Taraxacum officinale stem, T.S.",,,SI-II-030.png,SI-II-030,IN-2026-002,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 26",
2026-03-24,SI II - Support and Conduction,Taraxacum officinale,Dandelion,"Taraxacum officinale stem, T.S., focus merge",,,SI-II-031.png,SI-II-031,IN-2026-002,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 26",
2026-03-28,SI IX - Ad-Hoc Investigations,Homo sapiens,Human,"Human Blood Smear, W.M.",,SU 513 984,SI-IX-001.png,SI-IX-001,IN-2026-009,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 6,40,Swift EC5R,26,39,"Vol. IV, p. 28",
2026-03-28,SI IX - Ad-Hoc Investigations,Homo sapiens,Human,"Human Blood Smear, W.M.",,SU 513 984,SI-IX-002.png,SI-IX-002,IN-2026-009,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 6,40,Swift EC5R,26,39,"Vol. IV, p. 28",
2026-03-28,SI IX - Ad-Hoc Investigations,Homo sapiens,Human,"Human Blood Smear, W.M.",,SU 513 984,SI-IX-003.png,SI-IX-003,IN-2026-009,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 6,40,Swift EC5R,26,39,"Vol. IV, p. 28",
2026-03-28,SI IX - Ad-Hoc Investigations,Homo sapiens,Human,"Human Blood Smear, W.M.",,SU 513 984,SI-IX-004.png,SI-IX-004,IN-2026-009,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 6,40,Swift EC5R,26,39,"Vol. IV, p. 28",
2026-03-28,SI IX - Ad-Hoc Investigations,Homo sapiens,Human,"Human Blood Smear, W.M.",,SU 513 984,SI-IX-005.png,SI-IX-005,IN-2026-009,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 28",
2026-03-28,SI II - Support and Conduction,Bellis perennis,Daisy,"Bellis perennis stem, T.S.",,SU 513 984,SI-II-032.png,SI-II-032,IN-2026-010,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 31",
2026-03-28,SI II - Support and Conduction,Bellis perennis,Daisy,"Bellis perennis stem, T.S.",,SU 513 984,SI-II-033.png,SI-II-033,IN-2026-010,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 31",
2026-03-28,SI II - Support and Conduction,Bellis perennis,Daisy,"Bellis perennis stem, T.S.",,SU 513 984,SI-II-034.png,SI-II-034,IN-2026-010,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 31",
2026-03-28,SI II - Support and Conduction,Bellis perennis,Daisy,"Bellis perennis stem, T.S.",,SU 513 984,SI-II-035.png,SI-II-035,IN-2026-010,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 31",
2026-03-28,SI II - Support and Conduction,Bellis perennis,Daisy,"Bellis perennis stem, T.S.",,SU 513 984,SI-II-036.png,SI-II-036,IN-2026-010,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 31",
2026-03-28,SI II - Support and Conduction,Bellis perennis,Daisy,"Bellis perennis stem, T.S.",,SU 513 984,SI-II-037.png,SI-II-037,IN-2026-010,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 31",
2026-03-28,SI II - Support and Conduction,Bellis perennis,Daisy,"Bellis perennis stem, T.S.",,SU 513 984,SI-II-038.png,SI-II-038,IN-2026-010,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 31",
2026-03-28,SI III - Reproductive Elements,Bellis perennis,Daisy,"Bellis perennis petal, W.M.",,SU 513 984,SI-III-011.png,SI-III-011,IN-2026-011,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 34",
2026-03-28,SI III - Reproductive Elements,Bellis perennis,Daisy,"Bellis perennis petal, W.M.",,SU 513 984,SI-III-012.png,SI-III-012,IN-2026-011,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 34",
2026-03-28,SI III - Reproductive Elements,Bellis perennis,Daisy,"Bellis perennis petal, W.M.",,SU 513 984,SI-III-013.png,SI-III-013,IN-2026-011,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 34",
2026-03-28,SI III - Reproductive Elements,Bellis perennis,Daisy,"Bellis perennis petal, W.M.",,SU 513 984,SI-III-014.png,SI-III-014,IN-2026-011,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 34",
2026-03-28,SI III - Reproductive Elements,Bellis perennis,Daisy,"Bellis perennis petal, W.M.",,SU 513 984,SI-III-015.png,SI-III-015,IN-2026-011,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 34",
2026-03-28,SI III - Reproductive Elements,Bellis perennis,Daisy,"Bellis perennis petal, W.M.",,SU 513 984,SI-III-016.png,SI-III-016,IN-2026-011,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 34",
2026-03-30,SI 0 - Elementary Discipline in the use of the Microscope,Bellis perennis,Daisy,"Bellis perennis, T.S.",Eosin | Methylene Blue,SU 513 984,SI-0-001.png,SI-0-001,IN-2026-012,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 38",
2026-03-30,SI 0 - Elementary Discipline in the use of the Microscope,Bellis perennis,Daisy,"Bellis perennis, T.S.",Eosin | Methylene Blue,SU 513 984,SI-0-002.png,SI-0-002,IN-2026-012,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 38",
2026-03-30,SI 0 - Elementary Discipline in the use of the Microscope,Bellis perennis,Daisy,"Bellis perennis, trichome, isolated from stem T.S.",Eosin | Methylene Blue,SU 513 984,SI-0-003.png,SI-0-003,IN-2026-012,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 38",
2026-03-30,SI 0 - Elementary Discipline in the use of the Microscope,Bellis perennis,Daisy,"Bellis perennis, stem T.S., inner cortex and vascular bundle region",Eosin | Methylene Blue,SU 513 984,SI-0-004.png,SI-0-004,IN-2026-012,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 38",
2026-03-30,SI 0 - Elementary Discipline in the use of the Microscope,Bellis perennis,Daisy,"Bellis perennis, stem T.S., outer region",Eosin | Methylene Blue,SU 513 984,SI-0-005.png,SI-0-005,IN-2026-012,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 38",
2026-03-30,SI 0 - Elementary Discipline in the use of the Microscope,Bellis perennis,Daisy,"Bellis perennis, stem T.S., inner cortex",Eosin | Methylene Blue,SU 513 984,SI-0-006.png,SI-0-006,IN-2026-012,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 38",
2026-03-30,SI 0 - Elementary Discipline in the use of the Microscope,Bellis perennis,Daisy,"Bellis perennis, trichome, isolated from stem T.S.",Eosin | Methylene Blue,SU 513 984,SI-0-007.png,SI-0-007,IN-2026-012,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 38",
2026-03-30,SI 0 - Elementary Discipline in the use of the Microscope,Bellis perennis,Daisy,"Bellis perennis, stem T.S., outer region",Eosin | Methylene Blue,SU 513 984,SI-0-008.png,SI-0-008,IN-2026-012,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 38",
2026-03-30,SI 0 - Elementary Discipline in the use of the Microscope,Bellis perennis,Daisy,"Bellis perennis, stem T.S., outer region",Eosin | Methylene Blue,SU 513 984,SI-0-009.png,SI-0-009,IN-2026-012,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 38",
2026-03-30,SI 0 - Elementary Discipline in the use of the Microscope,Bellis perennis,Daisy,"Bellis perennis, stem T.S., outer region",Eosin | Methylene Blue,SU 513 984,SI-0-010.png,SI-0-010,IN-2026-012,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 38",
2026-03-30,SI 0 - Elementary Discipline in the use of the Microscope,Bellis perennis,Daisy,"Bellis perennis, stem T.S, outer region",Eosin | Methylene Blue,SU 513 984,SI-0-011.png,SI-0-011,IN-2026-012,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 38",
2026-03-30,SI 0 - Elementary Discipline in the use of the Microscope,Bellis perennis,Daisy,"Bellis perennis, stem T.S, outer region",Eosin | Methylene Blue,SU 513 984,SI-0-012.png,SI-0-012,IN-2026-012,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 38",
2026-03-31,SI II - Support and Conduction,Lamium purpureum,Red Dead-Nettle,"Lamium purpureum stem, T.S., outer region",,SU 513 984,SI-II-039.png,SI-II-039,IN-2026-013,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 42",
2026-03-31,SI II - Support and Conduction,Lamium purpureum,Red Dead-Nettle,"Lamium purpureum stem, T.S., outer region",,SU 513 984,SI-II-040.png,SI-II-040,IN-2026-013,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 42",
2026-03-31,SI II - Support and Conduction,Lamium purpureum,Red Dead-Nettle,"Lamium purpureum stem, T.S., overview",,SU 513 984,SI-II-041.png,SI-II-041,IN-2026-013,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 42",
2026-03-31,SI II - Support and Conduction,Lamium purpureum,Red Dead-Nettle,"Lamium purpureum stem, T.S., outer region",,SU 513 984,SI-II-042.png,SI-II-042,IN-2026-013,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 42",
2026-03-31,SI II - Support and Conduction,Lamium purpureum,Red Dead-Nettle,"Lamium purpureum stem, T.S., detail",,SU 513 984,SI-II-043.png,SI-II-043,IN-2026-013,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 42",
2026-03-31,SI II - Support and Conduction,Lamium purpureum,Red Dead-Nettle,"Lamium purpureum stem, T.S., overview",Eosin | Methylene Blue,SU 513 984,SI-II-044.png,SI-II-044,IN-2026-013,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 42",
2026-03-31,SI II - Support and Conduction,Lamium purpureum,Red Dead-Nettle,"Lamium purpureum stem, T.S., outer region",Eosin | Methylene Blue,SU 513 984,SI-II-045.png,SI-II-045,IN-2026-013,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 42",
2026-03-31,SI II - Support and Conduction,Lamium purpureum,Red Dead-Nettle,"Lamium purpureum stem, T.S., transitional zone",Eosin | Methylene Blue,SU 513 984,SI-II-046.png,SI-II-046,IN-2026-013,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 42",
2026-03-31,SI II - Support and Conduction,Lamium purpureum,Red Dead-Nettle,"Lamium purpureum stem, T.S., overview",Eosin | Methylene Blue,SU 513 984,SI-II-047.png,SI-II-047,IN-2026-013,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 42",
2026-04-01,SI II - Support and Conduction,Corylus avellana,Common hazel,"Corylus avellana stem, T.S., outer region showing periderm and surface structures.",Eosin | Methylene Blue,SU 508 972,SI-II-048.png,SI-II-048,IN-2026-014,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,,
2026-04-01,SI II - Support and Conduction,Corylus avellana,Common hazel,"Corylus avellana stem, T.S., inner region showing vascular tissues and pith.",Eosin | Methylene Blue,SU 508 972,SI-II-049.png,SI-II-049,IN-2026-014,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,,
2026-04-01,SI II - Support and Conduction,Corylus avellana,Common hazel,"Corylus avellana stem, T.S., intermediate region between vascular tissues and pith.",Eosin | Methylene Blue,SU 508 972,SI-II-050.png,SI-II-050,IN-2026-014,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,,
2026-04-02,SI II - Support and Conduction,Galium aparine,Common cleavers,"Galium aparine stem, L.S., epidermis with recurved trichome (hook hair)",Eosin | Methylene Blue,SU 5161 9853,SI-II-051.png,SI-II-051,IN-2026-015,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,,
2026-04-02,SI II - Support and Conduction,Galium aparine,Common cleavers,"Galium aparine stem, L.S., epidermis through cortex to vascular region",Eosin | Methylene Blue,SU 5161 9853,SI-II-052.png,SI-II-052,IN-2026-015,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,,
2026-04-02,SI II - Support and Conduction,Galium aparine,Common cleavers,"Galium aparine stem, L.S., pith",Eosin | Methylene Blue,SU 5161 9853,SI-II-053.png,SI-II-053,IN-2026-015,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,,
2026-04-02,SI II - Support and Conduction,Galium aparine,Common cleavers,"Galium aparine stem, L.S., pith (approaching vascular boundary)",Eosin | Methylene Blue,SU 5161 9853,SI-II-054.png,SI-II-054,IN-2026-015,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,,
2026-04-02,SI II - Support and Conduction,Galium aparine,Common cleavers,"Galium aparine stem, L.S., pith through vascular region to cortex",Eosin | Methylene Blue,SU 5161 9853,SI-II-055.png,SI-II-055,IN-2026-015,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,,
2026-04-02,SI II - Support and Conduction,Galium aparine,Common cleavers,"Galium aparine stem, L.S., cortex to epidermis (outer margin)",Eosin | Methylene Blue,SU 5161 9853,SI-II-056.png,SI-II-056,IN-2026-015,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,,
2026-04-07,SI IV - Surface and Exchange,Urtica dioica,Stinging Nettle,"Urtica dioica leaf, W.M., stinging hairs in situ at leaf margin",,SU 513 984,SI-IV-001.png,SI-IV-001,IN-2026-016,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,,
2026-04-07,SI IV - Surface and Exchange,Urtica dioica,Stinging Nettle,"Urtica dioica leaf, W.M., stinging hairs, slight curvature, clear taper, bulb visible",,SU 513 984,SI-IV-002.png,SI-IV-002,IN-2026-016,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,,
2026-04-07,SI IV - Surface and Exchange,Urtica dioica,Stinging Nettle,"Urtica dioica leaf, W.M., paired stinging hairs emerging from epidermal surface",,SU 513 984,SI-IV-003.png,SI-IV-003,IN-2026-016,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,,
2026-04-07,SI IV - Surface and Exchange,Urtica dioica,Stinging Nettle,"Urtica dioica leaf, W.M., stinging hairs arising from bulbous base",,SU 513 984,SI-IV-004.png,SI-IV-004,IN-2026-016,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,,
2026-04-07,SI IV - Surface and Exchange,Urtica dioica,Stinging Nettle,"Urtica dioica leaf, W.M., stinging hairs under mixed illumination",,SU 513 984,SI-IV-005.png,SI-IV-005,IN-2026-016,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,,
2026-04-14,SI II - Support and Conduction,Taraxacum officinale,Dandelion,"Taraxacum officinale leaf, W.M., venation obscured by mesophyll",,SU 5161 9853,SI-II-057.png,SI-II-057,IN-2026-017,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,,
2026-04-14,SI II - Support and Conduction,Taraxacum officinale,Dandelion,"Taraxacum officinale leaf, W.M., larger vein visible within surrounding mesophyll",,SU 5161 9853,SI-II-058.png,SI-II-058,IN-2026-017,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,,
2026-04-14,SI II - Support and Conduction,Taraxacum officinale,Dandelion,"Taraxacum officinale leaf, W.M., midrib showing longitudinal alignment of vascular elements.",,SU 5161 9853,SI-II-059.png,SI-II-059,IN-2026-017,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,,
2026-04-14,SI II - Support and Conduction,Taraxacum officinale,Dandelion,"Taraxacum officinale leaf, W.M., venation emerging after mechanical thinning",,SU 5161 9853,SI-II-060.png,SI-II-060,IN-2026-017,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,,
2026-04-14,SI II - Support and Conduction,Taraxacum officinale,Dandelion,"Taraxacum officinale leaf, W.M., vein segment showing continuity of vascular structure",,SU 5161 9853,SI-II-061.png,SI-II-061,IN-2026-017,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,,
2026-04-14,SI II - Support and Conduction,Taraxacum officinale,Dandelion,"Taraxacum officinale leaf, W.M., junction of secondary veins showing branching arrangement",,,SI-II-062.png,SI-II-062,IN-2026-017,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,,
2026-04-15,SI II - Support and Conduction,Hedera helix,Common ivy,"Hedera helix leaf, W.M., epidermal structure showing stomata.",,SU 513 984,SI-II-063.png,SI-II-063,IN-2026-018,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,,
2026-04-15,SI II - Support and Conduction,Hedera helix,Common ivy,"Hedera helix leaf, W.M., vascular structure, surrounding tissue partially cleared.",,SU 513 984,SI-II-064.png,SI-II-064,IN-2026-018,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,,
2026-04-15,SI II - Support and Conduction,Hedera helix,Common ivy,"Hedera helix leaf, W.M., restricted clearing at the cut edge",,SU 513 984,SI-II-065.png,SI-II-065,IN-2026-018,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,,
